Passage,NewID,WordNo,Sentence,WordID,IDEnd,IDBegin,Word,WordWithPunctuation,WordNoPunctuation,WP,WL,WordClass,CosineSimilarity_Content_Sentence,PartOfSpeech
28,28Bw12,22,2,Bw12,Middle2,Middle2,the,the,the,12,3,Function,0.35630634,PRON
28,28Bw13,23,2,Bw13,Middle2,Middle2,amount,amount,amount,13,6,Content,0.27283466,NOUN
28,28Bw14,24,2,Bw14,Middle2,Middle2,of,of,of,14,2,Function,WordNotInVocabulary,ADP
28,28Bw15,25,2,Bw15,Middle2,Middle2,cultivable,cultivable,cultivable,15,10,Content,0.23298293,ADJ
28,28Bw16,26,2,Bw16,BEN-2,BEN-2,land,land,land,16,4,Content,0.31746083,NOUN
28,28Bw17,27,2,Bw17,BEN-1,BEN-1,is,is,is,17,2,Content,0.39673534,AUX
28,28Bw18,28,2,Bw18,BEN,BEN,limited.,limited.,limited,18,7,Content,0.22493911,VERB
29,29Aw01,1,1,Aw01,Aw01,Aw01,Two,Two,Two,1,3,Function,,NUM
29,29Aw02,2,1,Aw02,Aw02,Aw02,young,young,young,2,5,Content,NA,ADJ
29,29Aw03,3,1,Aw03,Aw03,Aw03,black,black,black,3,5,Content,0.28996393,ADJ
29,29Aw04,4,1,Aw04,Middle1,Middle1,women,women,women,4,5,Content,0.42305893,NOUN
29,29Aw05,5,1,Aw05,Middle1,Middle1,face,face,face,5,4,Content,0.16414987,NOUN
29,29Aw06,6,1,Aw06,Middle1,Middle1,futures,futures,futures,6,7,Content,0.12631404,NOUN
29,29Aw07,7,1,Aw07,Middle1,Middle1,made,made,made,7,4,Content,0.079934075,VERB
29,29Aw08,8,1,Aw08,Middle1,Middle1,precarious,precarious,precarious,8,10,Content,0.14658175,ADJ
29,29Aw09,9,1,Aw09,Middle1,Middle1,by,by,by,9,2,Function,0.12164456,ADP
29,29Aw10,10,1,Aw10,Middle1,Middle1,sudden,sudden,sudden,10,6,Content,0.2566703,ADJ
29,29Aw11,11,1,Aw11,Middle1,Middle1,violence,violence,violence,11,8,Content,0.2220566,NOUN
29,29Aw12,12,1,Aw12,Middle1,Middle1,wrought,wrought,wrought,12,7,Content,0.23213932,VERB
29,29Aw13,13,1,Aw13,Middle1,Middle1,by,by,by,13,2,Function,0.14300992,ADP
29,29Aw14,14,1,Aw14,Middle1,Middle1,men,men,men,14,3,Content,0.43154132,NOUN
29,29Aw15,15,1,Aw15,AEN-2,AEN-2,in,in,in,15,2,Function,0.3408742,ADP
29,29Aw16,16,1,Aw16,AEN-1,AEN-1,their,their,their,16,5,Function,0.31333658,PRON
29,29Aw17,17,1,Aw17,AEN,AEN,lives.,lives.,lives,17,5,Content,0.3121576,NOUN
29,29Bw01,18,2,Bw01,Bw01,Bw01,One,One,One,1,3,Function,,NUM
29,29Bw02,19,2,Bw02,Bw02,Bw02,is,is,is,2,2,Content,NA,AUX
29,29Bw03,20,2,Bw03,Bw03,Bw03,a,a,a,3,1,Function,WordNotInVocabulary,INTJ
29,29Bw04,21,2,Bw04,Middle2,Middle2,shy,shy,shy,4,3,Content,0.08756859,ADJ
29,29Bw05,22,2,Bw05,Middle2,Middle2,Florida,Florida,Florida,5,7,Content,0.023183135,PROPN
29,29Bw06,23,2,Bw06,Middle2,Middle2,high,high,high,6,4,Content,0.1709141,ADJ
29,29Bw07,24,2,Bw07,Middle2,Middle2,schooler,schooler,schooler,7,8,Content,0.22240406,NOUN
29,29Bw08,25,2,Bw08,Middle2,Middle2,struggling,struggling,struggling,8,10,Content,0.1208844,VERB
29,29Bw09,26,2,Bw09,Middle2,Middle2,to,to,to,9,2,Function,WordNotInVocabulary,ADP
29,29Bw10,27,2,Bw10,Middle2,Middle2,find,find,find,10,4,Content,0.20549017,VERB
29,29Bw11,28,2,Bw11,Middle2,Middle2,solace,solace,solace,11,6,Content,0.22696476,PROPN
29,29Bw12,29,2,Bw12,Middle2,Middle2,as,as,as,12,2,Function,0.22462994,ADP
29,29Bw13,30,2,Bw13,Middle2,Middle2,her,her,her,13,3,Function,0.26938424,PRON
29,29Bw14,31,2,Bw14,Middle2,Middle2,family,family,family,14,6,Content,0.21053931,NOUN
29,29Bw15,32,2,Bw15,BEN-2,BEN-2,tears,tears,tears,15,5,Content,0.19521502,NOUN
29,29Bw16,33,2,Bw16,BEN-1,BEN-1,itself,itself,itself,16,6,Function,0.17792575,PRON
29,29Bw17,34,2,Bw17,BEN,BEN,apart.,apart.,apart,17,5,Content,0.2229979,ADV
30,30Aw01,1,1,Aw01,Aw01,Aw01,One,One,One,1,3,Function,,NUM
30,30Aw02,2,1,Aw02,Aw02,Aw02,benefit,benefit,benefit,2,7,Content,NA,NOUN
30,30Aw03,3,1,Aw03,Aw03,Aw03,of,of,of,3,2,Function,WordNotInVocabulary,ADP
30,30Aw04,4,1,Aw04,Middle1,Middle1,discovery,discovery,discovery,4,9,Content,-0.013700437,NOUN
30,30Aw05,5,1,Aw05,Middle1,Middle1,is,is,is,5,2,Content,0.19075626,AUX
30,30Aw06,6,1,Aw06,Middle1,Middle1,that,that,that,6,4,Function,0.33220065,SCONJ
30,30Aw07,7,1,Aw07,Middle1,Middle1,you,you,you,7,3,Function,0.12121245,PRON
30,30Aw08,8,1,Aw08,Middle1,Middle1,get,get,get,8,3,Content,0.15658435,VERB
30,30Aw09,9,1,Aw09,Middle1,Middle1,to,to,to,9,2,Function,WordNotInVocabulary,ADP
30,30Aw10,10,1,Aw10,Middle1,Middle1,name,name,name,10,4,Content,0.13362004,NOUN
30,30Aw11,11,1,Aw11,Middle1,Middle1,the,the,the,11,3,Function,0.35405055,PRON
30,30Aw12,12,1,Aw12,AEN-2,AEN-2,things,things,things,12,6,Content,0.26566327,NOUN
30,30Aw13,13,1,Aw13,AEN-1,AEN-1,you,you,you,13,3,Function,0.36021143,PRON
30,30Aw14,14,1,Aw14,AEN,AEN,discovered.,discovered.,discovered,14,10,Content,0.30591163,VERB
30,30Bw01,15,2,Bw01,Bw01,Bw01,Astronomy,Astronomy,Astronomy,1,9,Content,,NOUN
30,30Bw02,16,2,Bw02,Bw02,Bw02,is,is,is,2,2,Content,0.030058013,AUX
30,30Bw03,17,2,Bw03,Bw03,Bw03,blessed,blessed,blessed,3,7,Content,0.14318413,VERB
30,30Bw04,18,2,Bw04,BEN-2,BEN-2,in,in,in,4,2,Function,0.19188312,ADP
30,30Bw05,19,2,Bw05,BEN-1,BEN-1,this,this,this,5,4,Function,0.3129517,PRON
30,30Bw06,20,2,Bw06,BEN,BEN,regard.,regard.,regard,6,6,Content,0.24568652,NOUN
31,31Aw01,1,1,Aw01,Aw01,Aw01,On,On,On,1,2,Function,,ADP
31,31Aw02,2,1,Aw02,Aw02,Aw02,bright,bright,bright,2,6,Content,NA,ADJ
31,31Aw03,3,1,Aw03,Aw03,Aw03,mornings,mornings,mornings,3,8,Content,0.140791,NOUN
31,31Aw04,4,1,Aw04,Middle1,Middle1,in,in,in,4,2,Function,0.10603043,ADP
31,31Aw05,5,1,Aw05,Middle1,Middle1,the,the,the,5,3,Function,0.03614963,PRON
31,31Aw06,6,1,Aw06,Middle1,Middle1,"tropics,","tropics,",tropics,6,7,Content,0.17052679,NOUN
31,31Aw07,7,1,Aw07,Middle1,Middle1,crocodiles,crocodiles,crocodiles,7,10,Content,0.1986993,NOUN
31,31Aw08,8,1,Aw08,Middle1,Middle1,haul,haul,haul,8,4,Content,0.10253482,NOUN
31,31Aw09,9,1,Aw09,Middle1,Middle1,themselves,themselves,themselves,9,10,Function,0.08497834,PRON
31,31Aw10,10,1,Aw10,Middle1,Middle1,out,out,out,10,3,Function,0.09084947,ADP
31,31Aw11,11,1,Aw11,Middle1,Middle1,of,of,of,11,2,Function,WordNotInVocabulary,ADP
31,31Aw12,12,1,Aw12,Middle1,Middle1,the,the,the,12,3,Function,0.08420365,PRON
31,31Aw13,13,1,Aw13,Middle1,Middle1,water,water,water,13,5,Content,0.31359753,NOUN
31,31Aw14,14,1,Aw14,Middle1,Middle1,to,to,to,14,2,Function,WordNotInVocabulary,ADP
31,31Aw15,15,1,Aw15,Middle1,Middle1,bask,bask,bask,15,4,Content,0.20473935,PROPN
31,31Aw16,16,1,Aw16,AEN-2,AEN-2,in,in,in,16,2,Function,0.113945976,ADP
31,31Aw17,17,1,Aw17,AEN-1,AEN-1,the,the,the,17,3,Function,0.14167894,PRON
31,31Aw18,18,1,Aw18,AEN,AEN,sun.,sun.,sun,18,3,Content,0.49171597,PROPN
31,31Bw01,19,2,Bw01,Bw01,Bw01,Like,Like,Like,1,4,Function,,INTJ
31,31Bw02,20,2,Bw02,Bw02,Bw02,other,other,other,2,5,Content,NA,ADJ
31,31Bw03,21,2,Bw03,Bw03,Bw03,"reptiles,","reptiles,",reptiles,3,8,Content,0.028270375,NOUN
31,31Bw04,22,2,Bw04,Middle2,Middle2,they,they,they,4,4,Function,0.27448112,PRON
31,31Bw05,23,2,Bw05,Middle2,Middle2,rely,rely,rely,5,4,Content,0.10083013,ADV
31,31Bw06,24,2,Bw06,Middle2,Middle2,on,on,on,6,2,Function,0.09558296,ADP
31,31Bw07,25,2,Bw07,Middle2,Middle2,its,its,its,7,3,Function,0.08350059,PRON
31,31Bw08,26,2,Bw08,Middle2,Middle2,warmth,warmth,warmth,8,6,Content,0.1462949,NOUN
31,31Bw09,27,2,Bw09,Middle2,Middle2,to,to,to,9,2,Function,WordNotInVocabulary,ADP
31,31Bw10,28,2,Bw10,Middle2,Middle2,help,help,help,10,4,Content,0.2981336,VERB
31,31Bw11,29,2,Bw11,BEN-2,BEN-2,fuel,fuel,fuel,11,4,Content,0.18646055,NOUN
31,31Bw12,30,2,Bw12,BEN-1,BEN-1,their,their,their,12,5,Function,0.3194052,PRON
31,31Bw13,31,2,Bw13,BEN,BEN,metabolisms.,metabolisms.,metabolisms,13,11,Content,0.31727663,NOUN
32,32Aw01,1,1,Aw01,Aw01,Aw01,Elephants,Elephants,Elephants,1,9,Content,,NOUN
32,32Aw02,2,1,Aw02,AEN-2,Aw02,keep,keep,keep,2,4,Content,0.047743365,VERB
32,32Aw03,3,1,Aw03,AEN-1,Aw03,surprising,surprising,surprising,3,10,Content,0.01975499,PROPN
32,32Aw04,4,1,Aw04,AEN,AEN,us.,us.,us,4,2,Function,0.18674003,PRON
32,32Bw01,5,2,Bw01,Bw01,Bw01,They,They,They,1,4,Function,,PRON
32,32Bw02,6,2,Bw02,Bw02,Bw02,live,live,live,2,4,Content,NA,ADJ
32,32Bw03,7,2,Bw03,Bw03,Bw03,complex,complex,complex,3,7,Content,0.14997815,ADJ
32,32Bw04,8,2,Bw04,Middle2,Middle2,social,social,social,4,6,Content,0.24562256,ADJ
32,32Bw05,9,2,Bw05,Middle2,Middle2,"lives,","lives,",lives,5,5,Content,0.3602709,NOUN
32,32Bw06,10,2,Bw06,Middle2,Middle2,"cooperate,","cooperate,",cooperate,6,9,Content,0.117122725,VERB
32,32Bw07,11,2,Bw07,Middle2,Middle2,show,show,show,7,4,Content,0.23376551,NOUN
32,32Bw08,12,2,Bw08,Middle2,Middle2,altruism,altruism,altruism,8,8,Content,0.263949,NOUN
32,32Bw09,13,2,Bw09,Middle2,Middle2,and,and,and,9,3,Function,WordNotInVocabulary,CCONJ
32,32Bw10,14,2,Bw10,BEN-2,BEN-2,grieve,grieve,grieve,10,6,Content,0.31296226,VERB
32,32Bw11,15,2,Bw11,BEN-1,BEN-1,their,their,their,11,5,Function,0.27578256,PRON
32,32Bw12,16,2,Bw12,BEN,BEN,dead.,dead.,dead,12,4,Content,0.22222903,ADJ
33,33Aw01,1,1,Aw01,Aw01,Aw01,The,The,The,1,3,Function,,PRON
33,33Aw02,2,1,Aw02,Aw02,Aw02,overwhelming,overwhelming,overwhelming,2,12,Content,NA,ADJ
33,33Aw03,3,1,Aw03,Aw03,Aw03,majority,majority,majority,3,8,Content,0.27499515,NOUN
33,33Aw04,4,1,Aw04,Middle1,Middle1,of,of,of,4,2,Function,WordNotInVocabulary,ADP
33,33Aw05,5,1,Aw05,Middle1,Middle1,snails,snails,snails,5,6,Content,0.035804357,NOUN
33,33Aw06,6,1,Aw06,Middle1,Middle1,live,live,live,6,4,Content,0.19907929,ADJ
33,33Aw07,7,1,Aw07,Middle1,Middle1,in,in,in,7,2,Function,0.2382485,ADP
33,33Aw08,8,1,Aw08,Middle1,Middle1,shells,shells,shells,8,6,Content,0.21901272,NOUN
33,33Aw09,9,1,Aw09,Middle1,Middle1,that,that,that,9,4,Function,0.29133743,SCONJ
33,33Aw10,10,1,Aw10,Middle1,Middle1,coil,coil,coil,10,4,Content,0.1625311,PROPN
33,33Aw11,11,1,Aw11,AEN-2,AEN-2,to,to,to,11,2,Function,WordNotInVocabulary,ADP
33,33Aw12,12,1,Aw12,AEN-1,AEN-1,the,the,the,12,3,Function,0.20932357,PRON
33,33Aw13,13,1,Aw13,AEN,AEN,right.,right.,right,13,5,Content,0.1787297,INTJ
33,33Bw01,14,2,Bw01,Bw01,Bw01,But,But,But,1,3,Function,,CCONJ
33,33Bw02,15,2,Bw02,Bw02,Bw02,occasionally,occasionally,occasionally,2,12,Content,NA,ADV
33,33Bw03,16,2,Bw03,Bw03,Bw03,some,some,some,3,4,Function,0.40078706,PRON
33,33Bw04,17,2,Bw04,Middle2,Middle2,are,are,are,4,3,Content,0.1679693,AUX
33,33Bw05,18,2,Bw05,Middle2,Middle2,born,born,born,5,4,Content,-0.06483776,VERB
33,33Bw06,19,2,Bw06,Middle2,Middle2,with,with,with,6,4,Function,0.22124767,ADP
33,33Bw07,20,2,Bw07,Middle2,Middle2,shells,shells,shells,7,6,Content,0.101964295,NOUN
33,33Bw08,21,2,Bw08,Middle2,Middle2,that,that,that,8,4,Function,0.2430341,SCONJ
33,33Bw09,22,2,Bw09,Middle2,Middle2,turn,turn,turn,9,4,Content,0.14136668,NOUN
33,33Bw10,23,2,Bw10,BEN-2,BEN-2,the,the,the,10,3,Function,0.24960011,PRON
33,33Bw11,24,2,Bw11,BEN-1,BEN-1,other,other,other,11,5,Content,0.3116164,ADJ
33,33Bw12,25,2,Bw12,BEN,BEN,way.,way.,way,12,3,Content,0.22691253,NOUN
34,34Aw01,1,1,Aw01,Aw01,Aw01,To,To,To,1,2,Function,WordNotInVocabulary,ADP
34,34Aw02,2,1,Aw02,Aw02,Aw02,visit,visit,visit,2,5,Content,WordNotInVocabulary,NOUN
34,34Aw03,3,1,Aw03,Aw03,Aw03,Venezuela,Venezuela,Venezuela,3,9,Content,0.04300121,PROPN
34,34Aw04,4,1,Aw04,Middle1,Middle1,today,today,today,4,5,Content,0.15139006,NOUN
34,34Aw05,5,1,Aw05,Middle1,Middle1,is,is,is,5,2,Content,0.1628099,AUX
34,34Aw06,6,1,Aw06,Middle1,Middle1,to,to,to,6,2,Function,WordNotInVocabulary,ADP
34,34Aw07,7,1,Aw07,Middle1,Middle1,see,see,see,7,3,Content,0.33540642,VERB
34,34Aw08,8,1,Aw08,Middle1,Middle1,how,how,how,8,3,Content,0.24206378,SCONJ
34,34Aw09,9,1,Aw09,Middle1,Middle1,misrule,misrule,misrule,9,7,Content,0.14707425,NOUN
34,34Aw10,10,1,Aw10,Middle1,Middle1,can,can,can,10,3,Function,0.37173933,AUX
34,34Aw11,11,1,Aw11,AEN-2,AEN-2,shatter,shatter,shatter,11,7,Content,0.081195734,NOUN
34,34Aw12,12,1,Aw12,AEN-1,AEN-1,a,a,a,12,1,Function,WordNotInVocabulary,INTJ
34,34Aw13,13,1,Aw13,AEN,AEN,country.,country.,country,13,7,Content,0.32715604,NOUN
34,34Bw01,14,2,Bw01,Bw01,Bw01,Years,Years,Years,1,5,Content,,NOUN
34,34Bw02,15,2,Bw02,Bw02,Bw02,of,of,of,2,2,Function,WordNotInVocabulary,ADP
34,34Bw03,16,2,Bw03,Bw03,Bw03,"corrupt,","corrupt,",corrupt,3,7,Content,0.058926664,ADJ
34,34Bw04,17,2,Bw04,Middle2,Middle2,incompetent,incompetent,incompetent,4,11,Content,0.44026008,ADJ
34,34Bw05,18,2,Bw05,Middle2,Middle2,and,and,and,5,3,Function,WordNotInVocabulary,CCONJ
34,34Bw06,19,2,Bw06,Middle2,Middle2,autocratic,autocratic,autocratic,6,10,Content,0.457059,ADJ
34,34Bw07,20,2,Bw07,Middle2,Middle2,rule,rule,rule,7,4,Content,0.25825816,NOUN
34,34Bw08,21,2,Bw08,Middle2,Middle2,have,have,have,8,4,Content,0.19437861,VERB
34,34Bw09,22,2,Bw09,Middle2,Middle2,left,left,left,9,4,Content,0.19440427,PROPN
34,34Bw10,23,2,Bw10,Middle2,Middle2,Venezuelans,Venezuelans,Venezuelans,10,11,Content,WordNotInVocabulary,PROPN
34,34Bw11,24,2,Bw11,Middle2,Middle2,hungry,hungry,hungry,11,6,Content,0.24172738,ADJ
34,34Bw12,25,2,Bw12,Middle2,Middle2,and,and,and,12,3,Function,WordNotInVocabulary,CCONJ
34,34Bw13,26,2,Bw13,Middle2,Middle2,children,children,children,13,8,Content,0.17987712,NOUN
34,34Bw14,27,2,Bw14,Middle2,Middle2,dying,dying,dying,14,5,Content,0.32090902,VERB
34,34Bw15,28,2,Bw15,Middle2,Middle2,for,for,for,15,3,Function,0.21488646,ADP
34,34Bw16,29,2,Bw16,Middle2,Middle2,want,want,want,16,4,Content,0.32531634,VERB
34,34Bw17,30,2,Bw17,Middle2,Middle2,of,of,of,17,2,Function,WordNotInVocabulary,ADP
34,34Bw18,31,2,Bw18,BEN-2,BEN-2,basic,basic,basic,18,5,Content,0.22305106,ADJ
34,34Bw19,32,2,Bw19,BEN-1,BEN-1,medical,medical,medical,19,7,Content,0.21276772,ADJ
34,34Bw20,33,2,Bw20,BEN,BEN,care.,care.,care,20,4,Content,0.39449802,NOUN
35,35Aw01,1,1,Aw01,Aw01,Aw01,California,California,California,1,10,Content,,PROPN
35,35Aw02,2,1,Aw02,Aw02,Aw02,has,has,has,2,3,Content,-0.049131446,VERB
35,35Aw03,3,1,Aw03,Aw03,Aw03,positioned,positioned,positioned,3,10,Content,0.0484615,VERB
35,35Aw04,4,1,Aw04,Middle1,Middle1,itself,itself,itself,4,6,Function,0.2063276,PRON
35,35Aw05,5,1,Aw05,Middle1,Middle1,as,as,as,5,2,Function,0.2618548,ADP
35,35Aw06,6,1,Aw06,Middle1,Middle1,a,a,a,6,1,Function,WordNotInVocabulary,INTJ
35,35Aw07,7,1,Aw07,Middle1,Middle1,leader,leader,leader,7,6,Content,0.11747615,NOUN
35,35Aw08,8,1,Aw08,Middle1,Middle1,in,in,in,8,2,Function,0.1921052,ADP
35,35Aw09,9,1,Aw09,Middle1,Middle1,the,the,the,9,3,Function,0.27366522,PRON
35,35Aw10,10,1,Aw10,Middle1,Middle1,fight,fight,fight,10,5,Content,0.09893752,NOUN
35,35Aw11,11,1,Aw11,AEN-2,AEN-2,against,against,against,11,7,Function,0.21932259,ADP
35,35Aw12,12,1,Aw12,AEN-1,AEN-1,climate,climate,climate,12,7,Content,0.13640083,NOUN
35,35Aw13,13,1,Aw13,AEN,AEN,change.,change.,change,13,6,Content,0.16616462,NOUN
35,35Bw01,14,2,Bw01,Bw01,Bw01,It,It,It,1,2,Function,,PRON
35,35Bw02,15,2,Bw02,Bw02,Bw02,leads,leads,leads,2,5,Content,NA,VERB
35,35Bw03,16,2,Bw03,Bw03,Bw03,the,the,the,3,3,Function,0.19820982,PRON
35,35Bw04,17,2,Bw04,Middle2,Middle2,nation,nation,nation,4,6,Content,0.08481128,NOUN
35,35Bw05,18,2,Bw05,Middle2,Middle2,by,by,by,5,2,Function,0.14228804,ADP
35,35Bw06,19,2,Bw06,Middle2,Middle2,far,far,far,6,3,Content,0.18964684,ADV
35,35Bw07,20,2,Bw07,BEN-2,BEN-2,in,in,in,7,2,Function,0.31683144,ADP
35,35Bw08,21,2,Bw08,BEN-1,BEN-1,solar,solar,solar,8,5,Content,0.1545863,PROPN
35,35Bw09,22,2,Bw09,BEN,BEN,power.,power.,power,9,5,Content,0.35355678,NOUN
36,36Aw01,1,1,Aw01,Aw01,Aw01,This,This,This,1,4,Function,,PRON
36,36Aw02,2,1,Aw02,Aw02,Aw02,has,has,has,2,3,Content,NA,VERB
36,36Aw03,3,1,Aw03,Aw03,Aw03,been,been,been,3,4,Content,0.6010793,AUX
36,36Aw04,4,1,Aw04,Middle1,Middle1,a,a,a,4,1,Function,WordNotInVocabulary,INTJ
36,36Aw05,5,1,Aw05,Middle1,Middle1,golden,golden,golden,5,6,Content,0.026717065,ADJ
36,36Aw06,6,1,Aw06,Middle1,Middle1,age,age,age,6,3,Content,0.15781768,NOUN
36,36Aw07,7,1,Aw07,AEN-2,AEN-2,for,for,for,7,3,Function,0.31638336,ADP
36,36Aw08,8,1,Aw08,AEN-1,AEN-1,brain,brain,brain,8,5,Content,0.16386959,NOUN
36,36Aw09,9,1,Aw09,AEN,AEN,research.,research.,research,9,8,Content,0.1620055,NOUN
36,36Bw01,10,2,Bw01,Bw01,Bw01,We,We,We,1,2,Function,,PRON
36,36Bw02,11,2,Bw02,Bw02,Bw02,now,now,now,2,3,Content,NA,ADV
36,36Bw03,12,2,Bw03,Bw03,Bw03,have,have,have,3,4,Content,0.40891463,VERB
36,36Bw04,13,2,Bw04,Middle2,Middle2,amazing,amazing,amazing,4,7,Content,0.20110019,ADJ
36,36Bw05,14,2,Bw05,Middle2,Middle2,brain,brain,brain,5,5,Content,0.16169953,NOUN
36,36Bw06,15,2,Bw06,Middle2,Middle2,scans,scans,scans,6,5,Content,0.23150647,NOUN
36,36Bw07,16,2,Bw07,Middle2,Middle2,that,that,that,7,4,Function,0.36796707,SCONJ
36,36Bw08,17,2,Bw08,Middle2,Middle2,show,show,show,8,4,Content,0.21821722,NOUN
36,36Bw09,18,2,Bw09,Middle2,Middle2,which,which,which,9,5,Function,0.18065582,PRON
36,36Bw10,19,2,Bw10,Middle2,Middle2,networks,networks,networks,10,8,Content,0.18184204,NOUN
36,36Bw11,20,2,Bw11,Middle2,Middle2,in,in,in,11,2,Function,0.22687088,ADP
36,36Bw12,21,2,Bw12,Middle2,Middle2,the,the,the,12,3,Function,0.23961584,PRON
36,36Bw13,22,2,Bw13,Middle2,Middle2,brain,brain,brain,13,5,Content,0.60159236,NOUN
36,36Bw14,23,2,Bw14,Middle2,Middle2,ramp,ramp,ramp,14,4,Content,0.13054225,NOUN
36,36Bw15,24,2,Bw15,Middle2,Middle2,up,up,up,15,2,Content,0.20973073,NOUN
36,36Bw16,25,2,Bw16,BEN-2,BEN-2,during,during,during,16,6,Function,0.14801191,ADP
36,36Bw17,26,2,Bw17,BEN-1,BEN-1,different,different,different,17,9,Content,0.2617125,ADJ
36,36Bw18,27,2,Bw18,BEN,BEN,activities.,activities.,activities,18,10,Content,0.13175997,NOUN
37,37Aw01,1,1,Aw01,Aw01,Aw01,Student,Student,Student,1,7,Content,,NOUN
37,37Aw02,2,1,Aw02,Aw02,Aw02,debt,debt,debt,2,4,Content,0.04655714,NOUN
37,37Aw03,3,1,Aw03,Aw03,Aw03,is,is,is,3,2,Content,0.12176258,AUX
37,37Aw04,4,1,Aw04,Middle1,Middle1,"spiraling,","spiraling,",spiraling,4,9,Content,0.18975745,VERB
37,37Aw05,5,1,Aw05,Middle1,Middle1,and,and,and,5,3,Function,WordNotInVocabulary,CCONJ
37,37Aw06,6,1,Aw06,Middle1,Middle1,young,young,young,6,5,Content,0.18812564,ADJ
37,37Aw07,7,1,Aw07,Middle1,Middle1,people,people,people,7,6,Content,0.29859576,NOUN
37,37Aw08,8,1,Aw08,Middle1,Middle1,are,are,are,8,3,Content,0.2986715,AUX
37,37Aw09,9,1,Aw09,Middle1,Middle1,defaulting,defaulting,defaulting,9,10,Content,0.32034934,VERB
37,37Aw10,10,1,Aw10,AEN-2,AEN-2,on,on,on,10,2,Function,0.1376869,ADP
37,37Aw11,11,1,Aw11,AEN-1,AEN-1,their,their,their,11,5,Function,0.23613144,PRON
37,37Aw12,12,1,Aw12,AEN,AEN,loans.,loans.,loans,12,5,Content,0.42000055,NOUN
37,37Bw01,13,2,Bw01,Bw01,Bw01,You,You,You,1,3,Function,,PRON
37,37Bw02,14,2,Bw02,Bw02,Bw02,might,might,might,2,5,Function,NA,ADV
37,37Bw03,15,2,Bw03,Bw03,Bw03,think,think,think,3,5,Content,NA,VERB
37,37Bw04,16,2,Bw04,Middle2,Middle2,that,that,that,4,4,Function,0.38326535,SCONJ
37,37Bw05,17,2,Bw05,Middle2,Middle2,students,students,students,5,8,Content,0.08255042,NOUN
37,37Bw06,18,2,Bw06,Middle2,Middle2,would,would,would,6,5,Function,0.25277942,AUX
37,37Bw07,19,2,Bw07,Middle2,Middle2,be,be,be,7,2,Content,0.2362935,AUX
37,37Bw08,20,2,Bw08,Middle2,Middle2,better,better,better,8,6,Content,0.30259573,ADV
37,37Bw09,21,2,Bw09,Middle2,Middle2,off,off,off,9,3,Function,0.15956268,ADV
37,37Bw10,22,2,Bw10,Middle2,Middle2,scraping,scraping,scraping,10,8,Content,0.035899196,NOUN
37,37Bw11,23,2,Bw11,Middle2,Middle2,by,by,by,11,2,Function,0.16644447,ADP
37,37Bw12,24,2,Bw12,Middle2,Middle2,with,with,with,12,4,Function,0.2604628,ADP
37,37Bw13,25,2,Bw13,Middle2,Middle2,no,no,no,13,2,Function,0.2814188,INTJ
37,37Bw14,26,2,Bw14,BEN-2,BEN-2,loans,loans,loans,14,5,Content,0.14006287,NOUN
37,37Bw15,27,2,Bw15,BEN-1,BEN-1,at,at,at,15,2,Function,0.20904236,ADP
37,37Bw16,28,2,Bw16,BEN,BEN,all.,all.,all,16,3,Function,0.34084934,PRON
38,38Aw01,1,1,Aw01,Aw01,Aw01,The,The,The,1,3,Function,,PRON
38,38Aw02,2,1,Aw02,Aw02,Aw02,bombs,bombs,bombs,2,5,Content,NA,NOUN
38,38Aw03,3,1,Aw03,Aw03,Aw03,smashed,smashed,smashed,3,7,Content,0.11593033,VERB
38,38Aw04,4,1,Aw04,Middle1,Middle1,into,into,into,4,4,Function,0.13598332,ADP
38,38Aw05,5,1,Aw05,Middle1,Middle1,a,a,a,5,1,Function,WordNotInVocabulary,INTJ
38,38Aw06,6,1,Aw06,Middle1,Middle1,child,child,child,6,5,Content,0.08692839,NOUN
38,38Aw07,7,1,Aw07,Middle1,Middle1,care,care,care,7,4,Content,0.15192944,NOUN
38,38Aw08,8,1,Aw08,Middle1,Middle1,"center,","center,",center,8,6,Content,0.14624031,NOUN
38,38Aw09,9,1,Aw09,Middle1,Middle1,a,a,a,9,1,Function,WordNotInVocabulary,INTJ
38,38Aw10,10,1,Aw10,Middle1,Middle1,refugee,refugee,refugee,10,7,Content,0.26652506,PROPN
38,38Aw11,11,1,Aw11,Middle1,Middle1,camp,camp,camp,11,4,Content,0.29786566,NOUN
38,38Aw12,12,1,Aw12,AEN-2,AEN-2,and,and,and,12,3,Function,WordNotInVocabulary,CCONJ
38,38Aw13,13,1,Aw13,AEN-1,AEN-1,a,a,a,13,1,Function,WordNotInVocabulary,INTJ
38,38Aw14,14,1,Aw14,AEN,AEN,school.,school.,school,14,6,Content,0.35612845,NOUN
38,38Bw01,15,2,Bw01,Bw01,Bw01,They,They,They,1,4,Function,,PRON
38,38Bw02,16,2,Bw02,Bw02,Bw02,destroyed,destroyed,destroyed,2,9,Content,NA,VERB
38,38Bw03,17,2,Bw03,Bw03,Bw03,makeshift,makeshift,makeshift,3,9,Content,0.24788588,NOUN
38,38Bw04,18,2,Bw04,Middle2,Middle2,clinics,clinics,clinics,4,7,Content,0.22471376,NOUN
38,38Bw05,19,2,Bw05,Middle2,Middle2,and,and,and,5,3,Function,WordNotInVocabulary,CCONJ
