Passage,NewID,Word,WordWithPunctuation,WordNoPunctuation,WordClass,PartOfSpeech,CosineSimilarity,CosineSimilarity_Normalized
44,44Aw09,world,world,world,Content,NOUN,0.32340208,0.32294998
44,44Aw10,produces,produces,produces,Content,VERB,0.21153876,0.20233442
44,44Aw11,goods.,goods.,goods,Content,NOUN,0.16605426,0.17467107
44,44Bw01,Farmers,Farmers,Farmers,Content,NOUN,0.07826211,0.066097416
44,44Bw02,who,who,who,Function,PRON,0.1273255,0.14800946
44,44Bw03,produce,produce,produce,Content,VERB,0.49848467,0.4695458
44,44Bw04,wine,wine,wine,Content,NOUN,0.25359443,0.24015953
44,44Bw05,"grapes,","grapes,",grapes,Content,NOUN,0.37501028,0.32900015
44,44Bw06,an,an,an,Function,DET,0.08754726,0.08796577
44,44Bw07,especially,especially,especially,Content,ADV,0.26607385,0.2853475
44,44Bw08,sensitive,sensitive,sensitive,Content,ADJ,0.19110712,0.20375766
44,44Bw09,"crop,","crop,",crop,Content,NOUN,0.43336746,0.40814272
44,44Bw10,are,are,are,Content,AUX,0.2869932,0.31040657
44,44Bw11,already,already,already,Content,ADV,0.27717605,0.30727303
44,44Bw12,feeling,feeling,feeling,Content,VERB,0.27285984,0.29965878
44,44Bw13,those,those,those,Function,DET,0.369371,0.40700328
44,44Bw14,effects.,effects.,effects,Content,NOUN,0.2462918,0.26024482
45,45Aw01,Progressives,Progressives,Progressives,Content,NOUN,null,null
45,45Aw02,have,have,have,Content,AUX,0.13024434,0.13024434
45,45Aw03,long,long,long,Content,ADV,0.20471485,0.24074428
45,45Aw04,looked,looked,looked,Content,VERB,0.18569948,0.21179168
45,45Aw05,to,to,to,Function,ADP,null,null
45,45Aw06,federal,federal,federal,Content,ADJ,0.13439861,0.12671068
45,45Aw07,courts,courts,courts,Content,NOUN,0.27435803,0.27568632
45,45Aw08,to,to,to,Function,PART,null,null
45,45Aw09,guard,guard,guard,Content,VERB,0.13955167,0.13432017
45,45Aw10,the,the,the,Function,DET,0.35263106,0.3816068
45,45Aw11,rights,rights,rights,Content,NOUN,0.19381297,0.19382177
45,45Aw12,of,of,of,Function,ADP,null,null
45,45Aw13,racial,racial,racial,Content,ADJ,0.25345057,0.2419851
45,45Aw14,minorities,minorities,minorities,Content,NOUN,0.42924538,0.3880554
45,45Aw15,and,and,and,Function,CCONJ,null,null
45,45Aw16,dissenters.,dissenters.,dissenters,Content,NOUN,0.4082469,0.3836269
45,45Bw01,But,But,But,Function,CCONJ,0.255557,0.2748893
45,45Bw02,that,that,that,Function,DET,0.32983786,0.36932933
45,45Bw03,protection,protection,protection,Content,NOUN,0.2653613,0.27473032
45,45Bw04,is,is,is,Content,AUX,0.16915151,0.18646477
45,45Bw05,weakening.,weakening.,weakening,Content,VERB,0.22175932,0.22697587
46,46Aw01,Ten,Ten,Ten,Function,NUM,null,null
46,46Aw02,years,years,years,Content,NOUN,null,null
46,46Aw03,"ago,","ago,",ago,Content,ADV,0.5054909,0.50549084
46,46Aw04,checklists,checklists,checklists,Content,NOUN,-0.023989959,-0.023706995
46,46Aw05,for,for,for,Function,ADP,0.2627493,0.26852322
46,46Aw06,surgeons,surgeons,surgeons,Content,NOUN,0.18238334,0.16497591
46,46Aw07,were,were,were,Content,AUX,0.23253742,0.23309255
46,46Aw08,all,all,all,Function,DET,0.250706,0.25823382
46,46Aw09,the,the,the,Function,DET,0.2708697,0.29565603
46,46Aw10,rage.,rage.,rage,Content,NOUN,0.036607698,0.04156855
46,46Bw01,Inspired,Inspired,Inspired,Content,VERB,0.07604401,0.067613445
46,46Bw02,by,by,by,Function,ADP,0.21913974,0.2479185
46,46Bw03,the,the,the,Function,DET,0.27083367,0.29139492
46,46Bw04,preflight,preflight,preflight,Content,ADJ,0.20590593,0.16039489
46,46Bw05,routines,routines,routines,Content,NOUN,0.28978747,0.25761694
46,46Bw06,of,of,of,Function,ADP,null,null
46,46Bw07,airline,airline,airline,Content,NOUN,0.23318315,0.20106542
46,46Bw08,"pilots,","pilots,",pilots,Content,NOUN,0.4855529,0.43874675
46,46Bw09,surgical,surgical,surgical,Content,ADJ,0.3526091,0.3234874
46,46Bw10,checklists,checklists,checklists,Content,NOUN,0.54935986,0.5063286
46,46Bw11,were,were,were,Content,AUX,0.30832422,0.3697452
46,46Bw12,shown,shown,shown,Content,VERB,0.083609276,0.0991867
46,46Bw13,to,to,to,Function,PART,null,null
46,46Bw14,prevent,prevent,prevent,Content,VERB,0.21070917,0.21330994
46,46Bw15,tragic,tragic,tragic,Content,ADJ,0.16219483,0.16626632
46,46Bw16,"errors,","errors,",errors,Content,NOUN,0.24474499,0.24713506
46,46Bw17,reduce,reduce,reduce,Content,VERB,0.24597704,0.24516656
46,46Bw18,infections,infections,infections,Content,NOUN,0.25093195,0.24854225
46,46Bw19,and,and,and,Function,CCONJ,null,null
46,46Bw20,save,save,save,Content,VERB,0.27280334,0.28028703
46,46Bw21,lives.,lives.,lives,Content,NOUN,0.25080383,0.26616225
47,47Aw01,The,The,The,Function,DET,null,null
47,47Aw02,many,many,many,Content,ADJ,null,null
47,47Aw03,whiskeys,whiskeys,whiskeys,Content,NOUN,-0.0037654208,-0.0037654103
47,47Aw04,of,of,of,Function,ADP,null,null
47,47Aw05,Japan,Japan,Japan,Content,PROPN,0.11243655,0.120993614
47,47Aw06,are,are,are,Content,AUX,0.23021924,0.3093863
47,47Aw07,complex,complex,complex,Content,ADJ,0.106815994,0.14363639
47,47Aw08,and,and,and,Function,CCONJ,null,null
47,47Aw09,often,often,often,Content,ADV,0.36023772,0.44911796
47,47Aw10,expensive.,expensive.,expensive,Content,ADJ,0.35582462,0.38129413
47,47Bw01,Learning,Learning,Learning,Content,VERB,0.11383742,0.1221877
47,47Bw02,about,about,about,Function,ADP,0.24330841,0.27011472
47,47Bw03,them,them,them,Function,PRON,0.37428218,0.395779
47,47Bw04,can,can,can,Function,AUX,0.38817307,0.4228244
47,47Bw05,be,be,be,Content,AUX,0.28981012,0.3190522
47,47Bw06,a,a,a,Function,DET,null,null
47,47Bw07,challenge.,challenge.,challenge,Content,NOUN,0.20437358,0.20730188
48,48Aw01,Dublin,Dublin,Dublin,Content,PROPN,null,null
48,48Aw02,has,has,has,Content,AUX,0.05386145,0.053861454
48,48Aw03,long,long,long,Content,ADV,0.13532446,0.17089148
48,48Aw04,been,been,been,Content,AUX,0.4033073,0.46181533
48,48Aw05,a,a,a,Function,DET,null,null
48,48Aw06,beer,beer,beer,Content,NOUN,0.08110409,0.07079637
48,48Aw07,and,and,and,Function,CCONJ,null,null
48,48Aw08,whiskey,whiskey,whiskey,Content,NOUN,0.41700184,0.3367393
48,48Aw09,town.,town.,town,Content,NOUN,0.1260878,0.12091507
48,48Bw01,For,For,For,Function,ADP,0.06727757,0.08609288
48,48Bw02,generations,generations,generations,Content,NOUN,0.17990671,0.19901833
48,48Bw03,pubs,pubs,pubs,Content,NOUN,0.46526736,0.41569543
48,48Bw04,poured,poured,poured,Content,VERB,0.16033189,0.15600619
48,48Bw05,the,the,the,Function,DET,0.29046032,0.33054945
48,48Bw06,same,same,same,Content,ADJ,0.1323471,0.1521521
48,48Bw07,pints,pints,pints,Content,NOUN,0.5094332,0.44890592
48,48Bw08,of,of,of,Function,ADP,null,null
48,48Bw09,stout,stout,stout,Content,NOUN,0.3313831,0.31920132
48,48Bw10,and,and,and,Function,CCONJ,null,null
48,48Bw11,familiar,familiar,familiar,Content,ADJ,0.09309483,0.11699225
48,48Bw12,bottles,bottles,bottles,Content,NOUN,0.45611206,0.4112835
48,48Bw13,of,of,of,Function,ADP,null,null
48,48Bw14,"whiskey,","whiskey,",whiskey,Content,NOUN,0.6704533,0.615736
48,48Bw15,but,but,but,Function,CCONJ,0.28733772,0.33571196
48,48Bw16,in,in,in,Function,ADP,0.22376713,0.26933438
48,48Bw17,recent,recent,recent,Content,ADJ,0.17604737,0.2235502
48,48Bw18,years,years,years,Content,NOUN,0.3148169,0.35896814
48,48Bw19,a,a,a,Function,DET,null,null
48,48Bw20,shift,shift,shift,Content,NOUN,0.114972755,0.12265222
48,48Bw21,has,has,has,Content,AUX,0.2821708,0.3779629
48,48Bw22,shaken,shaken,shaken,Content,VERB,0.23330607,0.24482623
48,48Bw23,the,the,the,Function,DET,0.32428044,0.37621987
48,48Bw24,local,local,local,Content,ADJ,0.27315274,0.28152514
48,48Bw25,drinking,drinking,drinking,Content,NOUN,0.49632284,0.45599517
48,48Bw26,scene.,scene.,scene,Content,NOUN,0.20754506,0.20799972
49,49Aw01,For,For,For,Function,ADP,null,null
49,49Aw02,"airlines,","airlines,",airlines,Content,NOUN,null,null
49,49Aw03,time,time,time,Content,NOUN,0.09295343,0.09295343
49,49Aw04,on,on,on,Function,ADP,0.15492573,0.19953693
49,49Aw05,the,the,the,Function,DET,0.23628144,0.31935507
49,49Aw06,ground,ground,ground,Content,NOUN,0.121992625,0.13333684
49,49Aw07,is,is,is,Content,AUX,0.13850358,0.17206486
49,49Aw08,money.,money.,money,Content,NOUN,0.2514248,0.28528133
49,49Bw01,Financially,Financially,Financially,Content,ADV,0.24384528,0.2455362
49,49Bw02,"speaking,","speaking,",speaking,Content,VERB,0.117391825,0.11877602
49,49Bw03,planes,planes,planes,Content,NOUN,0.33462378,0.28037181
49,49Bw04,only,only,only,Content,ADV,0.2735538,0.316583
49,49Bw05,earn,earn,earn,Content,VERB,0.1384796,0.16443998
49,49Bw06,revenue,revenue,revenue,Content,NOUN,0.31691355,0.29919434
49,49Bw07,for,for,for,Function,ADP,0.34909615,0.40583214
49,49Bw08,their,their,their,Function,PRON,0.24273443,0.26497948
49,49Bw09,companies,companies,companies,Content,NOUN,0.39306292,0.35148945
49,49Bw10,when,when,when,Content,SCONJ,0.24990948,0.30715686
49,49Bw11,they,they,they,Function,PRON,0.44280192,0.4857135
49,49Bw12,are,are,are,Content,AUX,0.33327994,0.3579695
49,49Bw13,in,in,in,Function,ADP,0.31928945,0.3776887
49,49Bw14,the,the,the,Function,DET,0.380416,0.4511996
49,49Bw15,"air,","air,",air,Content,NOUN,0.2501635,0.23113407
49,49Bw16,ferrying,ferrying,ferrying,Content,VERB,0.22481324,0.21361896
49,49Bw17,paying,paying,paying,Content,VERB,0.422809,0.41038504
49,49Bw18,passengers.,passengers.,passengers,Content,NOUN,0.3795692,0.33434087
50,50Aw01,Traveling,Traveling,Traveling,Content,NOUN,null,null
50,50Aw02,can,can,can,Function,AUX,0.11156971,0.111569725
50,50Aw03,wreak,wreak,wreak,Content,VERB,0.06757221,0.06757222
50,50Aw04,havoc,havoc,havoc,Content,NOUN,0.31887582,0.30229816
50,50Aw05,on,on,on,Function,ADP,0.08179778,0.08340099
50,50Aw06,your,your,your,Function,PRON,0.10507113,0.10507399
50,50Aw07,fitness.,fitness.,fitness,Content,NOUN,0.06893097,0.07739279
50,50Bw01,If,If,If,Function,SCONJ,0.10047449,0.09961928
50,50Bw02,you,you,you,Function,PRON,0.1658822,0.16771854
50,50Bw03,are,are,are,Content,AUX,0.11670653,0.11629045
50,50Bw04,"lucky,","lucky,",lucky,Content,ADJ,0.1279324,0.13799757
50,50Bw05,all,all,all,Function,DET,0.29684463,0.32338277
50,50Bw06,the,the,the,Function,DET,0.22133383,0.23902194
50,50Bw07,sightseeing,sightseeing,sightseeing,Content,NOUN,0.31131425,0.32047132
50,50Bw08,you,you,you,Function,PRON,0.24895893,0.26222676
50,50Bw09,do,do,do,Content,VERB,0.36363253,0.38752085
50,50Bw10,on,on,on,Function,ADP,0.18619917,0.20018132
50,50Bw11,foot,foot,foot,Content,NOUN,0.17471214,0.16764863
50,50Bw12,will,will,will,Function,AUX,0.21905816,0.26907784
50,50Bw13,cancel,cancel,cancel,Content,VERB,0.21698643,0.22391702
50,50Bw14,out,out,out,Function,ADP,0.24224997,0.2617792
50,50Bw15,the,the,the,Function,DET,0.23919182,0.2661029
50,50Bw16,nighttime,nighttime,nighttime,Content,NOUN,0.23493838,0.23540895
50,50Bw17,eating,eating,eating,Content,NOUN,0.31503895,0.32020685
50,50Bw18,and,and,and,Function,CCONJ,null,null
50,50Bw19,drinking.,drinking.,drinking,Content,NOUN,0.2756508,0.2803704
51,51Aw01,Even,Even,Even,Content,ADV,null,null
51,51Aw02,if,if,if,Function,SCONJ,0.629241,0.62924093
51,51Aw03,you,you,you,Function,PRON,0.3711689,0.3711689
51,51Aw04,strive,strive,strive,Content,VERB,0.1401625,0.1401625
51,51Aw05,for,for,for,Function,ADP,0.19795582,0.24234407
51,51Aw06,a,a,a,Function,DET,null,null
51,51Aw07,sustainable,sustainable,sustainable,Content,ADJ,0.28831384,0.23690167
51,51Aw08,lifestyle,lifestyle,lifestyle,Content,NOUN,0.27507854,0.25666842
51,51Aw09,at,at,at,Function,ADP,0.0711917,0.10109093
51,51Aw10,"home,","home,",home,Content,NOUN,0.18816862,0.21252619
51,51Aw11,it,it,it,Function,PRON,0.3108195,0.38251165
51,51Aw12,may,may,may,Function,AUX,0.25101918,0.2975333
51,51Aw13,be,be,be,Content,AUX,0.25450483,0.30222845
51,51Aw14,tempting,tempting,tempting,Content,ADJ,0.18718395,0.21357425
51,51Aw15,to,to,to,Function,PART,null,null
51,51Aw16,avoid,avoid,avoid,Content,VERB,0.23356868,0.26026616
51,51Aw17,thinking,thinking,thinking,Content,VERB,0.3667616,0.37640163
51,51Aw18,about,about,about,Function,ADP,0.18240218,0.20417589
51,51Aw19,the,the,the,Function,DET,0.3119687,0.3467851
51,51Aw20,impact,impact,impact,Content,NOUN,0.20135216,0.2026385
51,51Aw21,your,your,your,Function,PRON,0.3461133,0.35321426
51,51Aw22,travels,travels,travels,Content,NOUN,0.19058186,0.19010659
51,51Aw23,could,could,could,Function,AUX,0.38281012,0.4191852
51,51Aw24,have,have,have,Content,VERB,0.32057709,0.37384993
51,51Aw25,on,on,on,Function,ADP,0.2623653,0.27861932
51,51Aw26,the,the,the,Function,DET,0.34717554,0.38261276
51,51Aw27,environment.,environment.,environment,Content,NOUN,0.36072254,0.33576116
51,51Bw01,No,No,No,Function,DET,0.16060592,0.19616114
51,51Bw02,one,one,one,Content,NOUN,0.30732962,0.3467217
51,51Bw03,wants,wants,wants,Content,VERB,0.3496829,0.33368164
51,51Bw04,to,to,to,Function,PART,null,null
51,51Bw05,feel,feel,feel,Content,VERB,0.47829086,0.50098294
51,51Bw06,guilty,guilty,guilty,Content,ADJ,0.16112946,0.16637765
51,51Bw07,on,on,on,Function,ADP,0.22967108,0.24988455
51,51Bw08,vacation.,vacation.,vacation,Content,NOUN,0.2910022,0.28660607
52,52Aw01,Great,Great,Great,Content,ADJ,null,null
52,52Aw02,snow,snow,snow,Content,NOUN,0.10010057,0.10010056
52,52Aw03,conditions,conditions,conditions,Content,NOUN,0.165873,0.14598146
52,52Aw04,can,can,can,Function,AUX,0.15179524,0.17152476
52,52Aw05,make,make,make,Content,VERB,0.15706624,0.17639445
52,52Aw06,a,a,a,Function,DET,null,null
52,52Aw07,ski,ski,ski,Content,NOUN,0.35777858,0.32097164
52,52Aw08,trip,trip,trip,Content,NOUN,0.2245281,0.22561683
52,52Aw09,magical.,magical.,magical,Content,ADJ,0.24289724,0.2581684
52,52Bw01,Skiers,Skiers,Skiers,Content,NOUN,0.40829492,0.36573115
52,52Bw02,can,can,can,Function,AUX,0.19904546,0.22888075
52,52Bw03,weight,weight,weight,Content,VERB,0.1215799,0.12997007
52,52Bw04,the,the,the,Function,DET,0.2900234,0.31785718
52,52Bw05,odds,odds,odds,Content,NOUN,0.16162449,0.17612594
52,52Bw06,in,in,in,Function,ADP,0.23715752,0.2654326
52,52Bw07,their,their,their,Function,PRON,0.21540844,0.2363893
52,52Bw08,favor,favor,favor,Content,NOUN,0.12904185,0.13826495
52,52Bw09,by,by,by,Function,ADP,0.10440997,0.113873556
52,52Bw10,picking,picking,picking,Content,VERB,0.1745005,0.19807926
52,52Bw11,their,their,their,Function,PRON,0.2550284,0.27815643
52,52Bw12,destinations,destinations,destinations,Content,NOUN,0.31381553,0.31029794
52,52Bw13,according,according,according,Content,VERB,0.10684738,0.110829145
52,52Bw14,to,to,to,Function,ADP,null,null
52,52Bw15,the,the,the,Function,DET,0.34213814,0.37533092
52,52Bw16,time,time,time,Content,NOUN,0.31221056,0.3309273
52,52Bw17,of,of,of,Function,ADP,null,null
52,52Bw18,winter.,winter.,winter,Content,NOUN,0.46945632,0.44932967
53,53Aw01,Tent,Tent,Tent,Content,NOUN,null,null
53,53Aw02,camping,camping,camping,Content,NOUN,0.41195953,0.4119595
53,53Aw03,should,should,should,Function,AUX,0.024045996,0.023975885
53,53Aw04,be,be,be,Content,AUX,0.044064533,0.044020705
53,53Aw05,one,one,one,Function,NUM,0.21506803,0.24693358
53,53Aw06,of,of,of,Function,ADP,null,null
53,53Aw07,the,the,the,Function,DET,0.19416259,0.2355637
53,53Aw08,cheapest,cheapest,cheapest,Content,ADJ,0.13427727,0.13820368
53,53Aw09,forms,forms,forms,Content,NOUN,0.116305575,0.13507345
53,53Aw10,of,of,of,Function,ADP,null,null
53,53Aw11,"travel,","travel,",travel,Content,NOUN,0.29174712,0.29153195
53,53Aw12,subject,subject,subject,Content,ADJ,0.094133645,0.11777021
53,53Aw13,to,to,to,Function,ADP,null,null
53,53Aw14,nominal,nominal,nominal,Content,ADJ,0.22997947,0.23587416
53,53Aw15,campsite,campsite,campsite,Content,NOUN,0.45944637,0.41670257
53,53Aw16,and,and,and,Function,CCONJ,null,null
53,53Aw17,park,park,park,Content,NOUN,0.42439356,0.39841035
53,53Aw18,admission,admission,admission,Content,NOUN,0.29350424,0.30507848
53,53Aw19,fees.,fees.,fees,Content,NOUN,0.33727336,0.34474352
53,53Bw01,"But,","But,",But,Function,CCONJ,0.1568537,0.16933088
53,53Bw02,short,short,short,Content,ADJ,0.12514192,0.13782284
53,53Bw03,of,of,of,Function,ADP,null,null
53,53Bw04,borrowing,borrowing,borrowing,Content,VERB,0.23429252,0.24446726
53,53Bw05,"gear,","gear,",gear,Content,NOUN,0.22506449,0.22269227
53,53Bw06,bringing,bringing,bringing,Content,VERB,0.14110407,0.15305658
53,53Bw07,your,your,your,Function,PRON,0.23744014,0.24988778
53,53Bw08,own,own,own,Content,ADJ,0.27432397,0.28114444
53,53Bw09,bedroll,bedroll,bedroll,Content,NOUN,0.36508927,0.3413953
53,53Bw10,and,and,and,Function,CCONJ,null,null
53,53Bw11,shelter,shelter,shelter,Content,NOUN,0.36748785,0.34924817
53,53Bw12,can,can,can,Function,AUX,0.24997894,0.28202716
53,53Bw13,be,be,be,Content,AUX,0.29181522,0.34464145
53,53Bw14,costly.,costly.,costly,Content,ADJ,0.21707912,0.23333116
54,54Aw01,Family,Family,Family,Content,NOUN,null,null
54,54Aw02,separations,separations,separations,Content,NOUN,0.18171811,0.18171808
54,54Aw03,at,at,at,Function,ADP,0.0068183285,0.014828475
54,54Aw04,the,the,the,Function,DET,0.03590604,0.03887883
54,54Aw05,border,border,border,Content,NOUN,0.14985736,0.15493955
54,54Aw06,are,are,are,Content,AUX,0.14208643,0.13952014
54,54Aw07,not,not,not,Content,PART,0.22284953,0.25151932
54,54Aw08,the,the,the,Function,DET,0.22366539,0.2685248
54,54Aw09,only,only,only,Content,ADJ,0.25809315,0.32585615
54,54Aw10,crisis,crisis,crisis,Content,NOUN,0.1464006,0.14518827
54,54Aw11,immigrant,immigrant,immigrant,Content,ADJ,0.2708103,0.24328367
54,54Aw12,children,children,children,Content,NOUN,0.36814827,0.37133846
54,54Aw13,face.,face.,face,Content,VERB,0.15566538,0.17202492
54,54Bw01,Children,Children,Children,Content,NOUN,0.2937624,0.29091534
54,54Bw02,who,who,who,Function,PRON,0.2712207,0.30922374
54,54Bw03,were,were,were,Content,AUX,0.3394018,0.38010448
54,54Bw04,taken,taken,taken,Content,VERB,0.21440522,0.23588035
54,54Bw05,from,from,from,Function,ADP,0.27557406,0.29581255
54,54Bw06,their,their,their,Function,PRON,0.36572817,0.3923692
54,54Bw07,"parents,","parents,",parents,Content,NOUN,0.5512571,0.5503764
54,54Bw08,or,or,or,Function,CCONJ,0.25823066,0.2931078
54,54Bw09,who,who,who,Function,PRON,0.27153373,0.29874116
54,54Bw10,crossed,crossed,crossed,Content,VERB,0.17738713,0.18021826
54,54Bw11,the,the,the,Function,DET,0.30171698,0.3418375
54,54Bw12,border,border,border,Content,NOUN,0.45026693,0.3969783
54,54Bw13,"alone,","alone,",alone,Content,ADV,0.34366953,0.37421894
54,54Bw14,also,also,also,Content,ADV,0.23196271,0.2762697
54,54Bw15,go,go,go,Content,VERB,0.29354283,0.32088223
54,54Bw16,to,to,to,Function,ADP,null,null
54,54Bw17,their,their,their,Function,PRON,0.37063387,0.39824063
54,54Bw18,immigration,immigration,immigration,Content,NOUN,0.38594866,0.3275535
54,54Bw19,hearings,hearings,hearings,Content,NOUN,0.19029216,0.1807733
54,54Bw20,alone.,alone.,alone,Content,ADV,0.41204676,0.46059498
55,55Aw01,Winning,Winning,Winning,Content,VERB,null,null
55,55Aw02,civil,civil,civil,Content,ADJ,0.055553474,0.055553477
55,55Aw03,rights,rights,rights,Content,NOUN,0.13839003,0.13138509
55,55Aw04,is,is,is,Content,AUX,0.10655044,0.10834087
55,55Aw05,never,never,never,Content,ADV,0.16533391,0.16764954
55,55Aw06,easy.,easy.,easy,Content,ADJ,0.14760715,0.17669821
55,55Bw01,The,The,The,Function,DET,0.14224999,0.15347402
55,55Bw02,fight,fight,fight,Content,NOUN,0.2864664,0.2816146
55,55Bw03,can,can,can,Function,AUX,0.38600892,0.42150682
55,55Bw04,stretch,stretch,stretch,Content,VERB,0.2325441,0.24257821
55,55Bw05,on,on,on,Function,ADP,0.20216814,0.21300048
55,55Bw06,for,for,for,Function,ADP,0.330976,0.34959206
55,55Bw07,decades,decades,decades,Content,NOUN,0.2365226,0.23625109
55,55Bw08,and,and,and,Function,CCONJ,null,null
55,55Bw09,include,include,include,Content,VERB,0.033559225,0.038800146
55,55Bw10,setbacks,setbacks,setbacks,Content,NOUN,0.2983407,0.3003105
55,55Bw11,that,that,that,Function,PRON,0.39848506,0.42054352
55,55Bw12,feel,feel,feel,Content,VERB,0.29893905,0.3222526
55,55Bw13,like,like,like,Function,ADP,0.36927542,0.38418442
55,55Bw14,utter,utter,utter,Content,ADJ,0.1842472,0.1953838
55,55Bw15,defeat.,defeat.,defeat,Content,NOUN,0.35407773,0.34812397
56,56Aw01,For,For,For,Function,ADP,null,null
56,56Aw02,the,the,the,Function,DET,null,null
56,56Aw03,rural,rural,rural,Content,ADJ,null,null
56,56Aw04,firefighters,firefighters,firefighters,Content,NOUN,0.13694699,0.136947
56,56Aw05,of,of,of,Function,ADP,null,null
56,56Aw06,"Australia,","Australia,",Australia,Content,PROPN,0.044017468,0.05585478
56,56Aw07,no,no,no,Function,DET,0.0698598,0.06900721
56,56Aw08,donation,donation,donation,Content,NOUN,0.06645394,0.06473773
56,56Aw09,is,is,is,Content,AUX,0.11121767,0.116691105
56,56Aw10,too,too,too,Content,ADV,0.14323527,0.16329898
56,56Aw11,small.,small.,small,Content,ADJ,0.32656765,0.3325543
56,56Bw01,They,They,They,Function,PRON,0.20412892,0.22589967
56,56Bw02,have,have,have,Content,AUX,0.2589475,0.2859676
56,56Bw03,long,long,long,Content,ADV,0.21038681,0.26363716
56,56Bw04,been,been,been,Content,AUX,0.3497609,0.42063165
56,56Bw05,known,known,known,Content,VERB,0.15420794,0.19608131
56,56Bw06,to,to,to,Function,PART,null,null
56,56Bw07,canvass,canvass,canvass,Content,VERB,0.16205513,0.12818271
56,56Bw08,for,for,for,Function,ADP,0.37589243,0.41459823
56,56Bw09,dollars,dollars,dollars,Content,NOUN,0.24002409,0.23192063
56,56Bw10,and,and,and,Function,CCONJ,null,null
56,56Bw11,cents,cents,cents,Content,NOUN,0.25176173,0.2158457
56,56Bw12,in,in,in,Function,ADP,0.33416682,0.37273788
56,56Bw13,town,town,town,Content,NOUN,0.27016285,0.27128682
56,56Bw14,"markets,","markets,",markets,Content,NOUN,0.17174897,0.15404482
56,56Bw15,and,and,and,Function,CCONJ,null,null
56,56Bw16,their,their,their,Function,PRON,0.262531,0.28385442
56,56Bw17,collection,collection,collection,Content,NOUN,0.17065328,0.15675956
56,56Bw18,tins,tins,tins,Content,NOUN,0.29528508,0.27298412
56,56Bw19,are,are,are,Content,AUX,0.32135963,0.38995543
56,56Bw20,fondly,fondly,fondly,Content,ADV,0.12788795,0.14156415
56,56Bw21,displayed,displayed,displayed,Content,VERB,0.14057228,0.15286349
56,56Bw22,in,in,in,Function,ADP,0.3257217,0.3582431
56,56Bw23,local,local,local,Content,ADJ,0.38166738,0.3800141
56,56Bw24,storefronts.,storefronts.,storefronts,Content,NOUN,0.28832862,0.2822205
57,57Aw01,Our,Our,Our,Function,PRON,null,null
57,57Aw02,relationship,relationship,relationship,Content,NOUN,null,null
57,57Aw03,to,to,to,Function,ADP,null,null
57,57Aw04,privacy,privacy,privacy,Content,NOUN,0.16883926,0.16883928
57,57Aw05,is,is,is,Content,AUX,0.0977474,0.10547788
57,57Aw06,inseparable,inseparable,inseparable,Content,ADJ,0.13521199,0.13487686
57,57Aw07,from,from,from,Function,ADP,0.04656814,0.06397132
57,57Aw08,our,our,our,Function,PRON,0.27543673,0.2938943
57,57Aw09,idea,idea,idea,Content,NOUN,0.23654132,0.25661686
57,57Aw10,of,of,of,Function,ADP,null,null
57,57Aw11,trust.,trust.,trust,Content,NOUN,0.3373311,0.32457963
57,57Bw01,If,If,If,Function,SCONJ,0.106978364,0.13024604
57,57Bw02,you,you,you,Function,PRON,0.20950355,0.24578989
57,57Bw03,trust,trust,trust,Content,VERB,0.5749991,0.5913396
57,57Bw04,"someone,","someone,",someone,Content,PRON,0.22827817,0.24888907
57,57Bw05,you,you,you,Function,PRON,0.3055592,0.3535049
57,57Bw06,may,may,may,Function,AUX,0.20442344,0.25218442
57,57Bw07,be,be,be,Content,AUX,0.2324237,0.28389964
57,57Bw08,more,more,more,Content,ADV,0.17433462,0.19910939
57,57Bw09,willing,willing,willing,Content,ADJ,0.25580588,0.26706153
57,57Bw10,to,to,to,Function,PART,null,null
57,57Bw11,divulge,divulge,divulge,Content,VERB,0.25804725,0.24565323
57,57Bw12,personal,personal,personal,Content,ADJ,0.38887027,0.35719118
57,57Bw13,information,information,information,Content,NOUN,0.30329034,0.3064938
57,57Bw14,to,to,to,Function,ADP,null,null
57,57Bw15,them.,them.,them,Function,PRON,0.38197836,0.41402698
58,58Aw01,Businesses,Businesses,Businesses,Content,NOUN,null,null
58,58Aw02,do,do,do,Content,VERB,0.15198225,0.15198226
58,58Aw03,themselves,themselves,themselves,Function,PRON,0.30924934,0.325163
58,58Aw04,a,a,a,Function,DET,null,null
58,58Aw05,disservice,disservice,disservice,Content,NOUN,0.23699673,0.25764066
58,58Aw06,by,by,by,Function,ADP,0.07736471,0.06430233
58,58Aw07,shying,shying,shying,Content,VERB,0.11704236,0.124250084
58,58Aw08,away,away,away,Content,ADP,0.26920304,0.27748355
58,58Aw09,from,from,from,Function,ADP,0.24130946,0.26444688
58,58Aw10,older,older,older,Content,ADJ,0.182178,0.1995544
58,58Aw11,workers.,workers.,workers,Content,NOUN,0.15061063,0.16706137
58,58Bw01,Rather,Rather,Rather,Content,ADV,0.2769776,0.26828486
58,58Bw02,than,than,than,Function,ADP,0.36382583,0.3925166
58,58Bw03,worrying,worrying,worrying,Content,VERB,0.3535797,0.36157563
58,58Bw04,about,about,about,Function,ADP,0.36116514,0.37163317
58,58Bw05,only,only,only,Content,ADV,0.34791142,0.36739618
58,58Bw06,the,the,the,Function,DET,0.32374626,0.36316973
58,58Bw07,potential,potential,potential,Content,ADJ,0.25355616,0.25839144
