Passage,NewID,WordNoPunctuation,Word,WordClass,PartOfSpeech,CosineSimilarity,CosineSimilarity_Normalized
59,59Bw04,they,they,Function,PRON,0.46792418,0.48439702
59,59Bw05,placed,placed,Content,VERB,0.15690891,0.17348006
59,59Bw06,on,on,Function,ADP,0.27983132,0.30564967
59,59Bw07,every,every,Function,DET,0.24545857,0.2454155
59,59Bw08,seat,seat.,Content,NOUN,0.36359462,0.30878517
60,60Aw01,Trying,Trying,Content,VERB,null,null
60,60Aw02,to,to,Function,PART,null,null
60,60Aw03,figure,figure,Content,VERB,0.23812586,0.23812589
60,60Aw04,out,out,Function,ADP,0.25558528,0.25419107
60,60Aw05,why,why,Content,SCONJ,0.32070655,0.32069102
60,60Aw06,humans,humans,Content,NOUN,0.11762092,0.118894
60,60Aw07,cry,cry,Content,VERB,0.25071618,0.25660256
60,60Aw08,is,is,Content,AUX,0.18870856,0.20208405
60,60Aw09,exhausting,exhausting.,Content,ADJ,0.16136642,0.16039796
60,60Bw01,We,We,Function,PRON,0.27265003,0.28000677
60,60Bw02,cry,cry,Content,VERB,0.539701,0.50254506
60,60Bw03,about,about,Function,ADP,0.3117391,0.3332661
60,60Bw04,death,"death,",Content,NOUN,0.18935825,0.18779477
60,60Bw05,violence,"violence,",Content,NOUN,0.21212159,0.20435429
60,60Bw06,breakups,"breakups,",Content,NOUN,0.22756688,0.21313053
60,60Bw07,abandoned,abandoned,Content,VERB,0.19360721,0.19710961
60,60Bw08,puppies,"puppies,",Content,NOUN,0.25196078,0.25459704
60,60Bw09,sweet,sweet,Content,ADJ,0.27034223,0.2619727
60,60Bw10,kisses,kisses,Content,NOUN,0.28578383,0.2600704
60,60Bw11,and,and,Function,CCONJ,null,null
60,60Bw12,words,words,Content,NOUN,0.33347225,0.33285108
60,60Bw13,charged,charged,Content,VERB,0.13310441,0.13944145
60,60Bw14,with,with,Function,ADP,0.23412567,0.24666964
60,60Bw15,all,all,Function,DET,0.30246976,0.31216258
60,60Bw16,kinds,kinds,Content,NOUN,0.30208343,0.29238904
60,60Bw17,of,of,Function,ADP,null,null
60,60Bw18,meanings,meanings.,Content,NOUN,0.33659455,0.3431474
61,61Aw01,The,The,Function,DET,null,null
61,61Aw02,most,most,Content,ADV,null,null
61,61Aw03,popular,popular,Content,ADJ,0.25282535,0.2528254
61,61Aw04,movie,movie,Content,NOUN,0.11695452,0.11456243
61,61Aw05,in,in,Function,ADP,0.20155025,0.21529236
61,61Aw06,India,India,Content,PROPN,0.11278776,0.11400071
61,61Aw07,this,this,Function,DET,0.23178491,0.24285121
61,61Aw08,summer,summer,Content,NOUN,0.18142483,0.18831602
61,61Aw09,is,is,Content,AUX,0.25837857,0.26776457
61,61Aw10,about,about,Function,ADP,0.24181373,0.25470546
61,61Aw11,a,a,Function,DET,null,null
61,61Aw12,toilet,toilet.,Content,NOUN,0.10103582,0.09527115
61,61Bw01,It,It,Function,PRON,0.2743426,0.2908119
61,61Bw02,nearly,nearly,Content,ADV,0.2564679,0.27355298
61,61Bw03,causes,causes,Content,VERB,0.17344207,0.1785614
61,61Bw04,a,a,Function,DET,null,null
61,61Bw05,divorce,divorce.,Content,NOUN,0.16733457,0.1592473
62,62Aw01,Bargain,Bargain,Content,NOUN,null,null
62,62Aw02,hunters,hunters,Content,NOUN,0.09723257,0.09723258
62,62Aw03,have,have,Content,AUX,0.18236664,0.1854712
62,62Aw04,begun,begun,Content,VERB,0.022511417,0.038252525
62,62Aw05,to,to,Function,PART,null,null
62,62Aw06,pay,pay,Content,VERB,0.26119047,0.29123566
62,62Aw07,close,close,Content,ADJ,0.22792527,0.23943497
62,62Aw08,attention,attention,Content,NOUN,0.18728696,0.19968367
62,62Aw09,to,to,Function,ADP,null,null
62,62Aw10,emerging,emerging,Content,VERB,0.0955646,0.09534705
62,62Aw11,market,market,Content,NOUN,0.23082578,0.23140849
62,62Aw12,stocks,stocks.,Content,NOUN,0.29468852,0.2901442
62,62Bw01,They,They,Function,PRON,0.2534727,0.27181733
62,62Bw02,are,are,Content,AUX,0.3626812,0.39651892
62,62Bw03,a,a,Function,DET,null,null
62,62Bw04,little,little,Content,ADJ,0.2882635,0.3009107
62,62Bw05,late,late,Content,ADJ,0.25508773,0.26763895
62,62Bw06,to,to,Function,ADP,null,null
62,62Bw07,the,the,Function,DET,0.40849486,0.44286472
62,62Bw08,game,game.,Content,NOUN,0.1718079,0.18960395
63,63Aw01,One,One,Function,NUM,null,null
63,63Aw02,new,new,Content,ADJ,null,null
63,63Aw03,drug,drug,Content,NOUN,0.09944479,0.0994448
63,63Aw04,promises,promises,Content,VERB,0.16864274,0.19671828
63,63Aw05,to,to,Function,PART,null,null
63,63Aw06,stop,stop,Content,VERB,0.14660999,0.15014687
63,63Aw07,cancer,cancer,Content,NOUN,0.23320486,0.21521375
63,63Aw08,from,from,Function,ADP,0.14530762,0.1515927
63,63Aw09,spreading,spreading,Content,VERB,0.12506697,0.12932348
63,63Aw10,to,to,Function,ADP,null,null
63,63Aw11,other,other,Content,ADJ,0.26385626,0.2765016
63,63Aw12,organs,organs.,Content,NOUN,0.19515616,0.16921656
63,63Bw01,Another,Another,Function,PRON,0.058953747,0.08109331
63,63Bw02,would,would,Function,AUX,0.24494183,0.27534392
63,63Bw03,treat,treat,Content,VERB,0.37181005,0.37587288
63,63Bw04,blood,blood,Content,NOUN,0.3529262,0.332317
63,63Bw05,cancer,cancer.,Content,NOUN,0.5589862,0.5128533
